15	36
15	222
60	177
76	295
76	177
76	152
76	150
76	119
53	295
53	177
53	117
53	194
53	174
53	101
42	61
42	105
77	74
77	117
77	196
77	89
77	174
77	84
61	149
4	118
4	194
47	61
63	139
63	221
63	225
63	295
63	177
63	214
63	55
63	220
63	117
63	284
63	215
63	105
63	302
63	68
63	224
63	161
63	19
63	119
63	194
63	64
63	232
63	124
63	174
63	216
63	218
63	217
63	128
63	227
63	219
63	51
63	265
63	12
10	60
10	61
10	194
27	228
27	100
27	59
27	182
27	126
27	308
27	168
27	141
27	298
27	18
27	295
27	177
27	135
27	280
27	8
27	22
27	2
27	117
27	165
27	267
27	248
27	261
27	105
27	273
27	9
27	23
27	231
27	186
27	19
27	116
27	30
27	288
27	40
27	66
27	232
27	252
27	124
27	174
27	120
27	109
27	133
27	114
27	250
27	136
27	115
27	33
27	104
27	99
27	285
27	189
27	28
27	41
27	107
27	134
27	170
7	190
7	295
7	177
7	1
7	176
7	49
7	117
7	105
7	306
7	19
7	281
7	52
7	130
7	232
7	174
7	287
7	216
7	107
7	134
69	117
6	65
6	168
6	307
6	270
6	295
6	177
6	117
6	258
6	300
6	132
6	105
6	172
6	68
6	31
6	19
6	30
6	269
6	244
6	194
6	40
6	232
6	138
6	174
6	133
6	188
6	32
6	128
6	156
6	101
6	41
6	170
74	232
74	230
56	135
56	117
56	21
56	58
56	105
56	249
56	119
56	232
56	53
56	124
56	174
56	136
43	295
43	117
43	19
43	174
43	133
43	28
79	125
79	298
79	177
79	127
13	177
13	117
13	54
13	40
13	174
13	27
13	41
55	295
55	117
55	300
55	105
55	212
55	31
55	121
55	180
55	40
55	162
55	232
55	174
55	159
55	170
36	149
64	117
64	174
64	114
64	113
17	25
17	79
17	78
17	117
17	105
17	87
17	88
17	293
37	263
37	270
37	237
37	117
37	6
37	19
37	174
71	34
31	39
31	177
31	272
31	117
31	179
31	31
31	19
31	10
31	194
31	48
31	174
31	287
30	24
30	300
25	129
25	117
25	40
25	174
68	191
16	112
54	19
54	30
54	288
54	119
54	173
54	124
54	174
54	287
54	211
54	16
24	174
23	98
57	175
57	226
57	56
57	86
57	232
57	29
57	174
57	11
45	177
38	125
38	290
38	183
38	295
38	117
38	124
38	174
40	210
40	295
40	177
40	117
40	169
40	131
40	31
40	173
40	264
40	174
40	11
40	28
40	170
26	117
26	28
22	76
22	295
22	117
22	34
22	224
22	19
22	116
22	269
22	288
22	194
22	97
22	94
22	174
22	287
22	216
22	304
22	101
22	41
62	103
62	177
62	117
62	174
41	143
41	269
52	110
52	167
52	282
52	295
52	177
52	242
52	256
52	283
52	235
52	117
52	46
52	300
52	5
52	193
52	4
52	106
52	105
52	108
52	305
52	96
52	241
52	292
52	19
52	10
52	286
52	194
52	233
52	40
52	232
52	174
52	287
52	254
52	266
52	113
52	136
52	115
52	11
52	28
52	41
52	213
39	77
39	310
39	167
39	171
39	7
39	177
39	117
39	260
39	62
39	245
39	105
39	75
39	309
39	163
39	116
39	262
39	238
39	144
39	240
39	253
39	174
39	254
39	92
39	50
39	257
39	255
39	246
39	3
58	177
58	117
58	229
58	73
58	194
58	124
58	174
58	230
58	187
58	28
19	177
19	117
19	63
19	19
78	174
78	287
18	174
9	177
9	117
9	105
9	31
9	303
9	19
9	174
9	155
65	289
65	202
65	205
65	117
65	71
65	105
65	90
65	174
65	15
66	300
12	153
12	83
12	177
12	151
12	299
12	147
12	174
12	148
12	188
12	204
20	116
20	11
35	47
21	31
21	222
70	117
32	117
73	300
5	275
72	195
51	177
51	117
28	207
28	69
28	70
28	81
28	82
28	117
28	80
28	72
28	200
28	198
34	274
34	125
34	122
34	296
34	307
34	206
34	298
34	192
34	294
34	295
34	177
34	135
34	259
34	67
34	57
34	277
34	251
34	140
34	55
34	37
34	236
34	117
34	199
34	105
34	203
34	247
34	231
34	19
34	268
34	269
34	119
34	194
34	40
34	157
34	232
34	271
34	124
34	174
34	287
34	145
34	133
34	20
34	297
34	239
34	164
34	243
34	291
34	128
34	111
34	26
34	13
34	213
33	278
33	276
44	17
44	35
44	105
44	232
44	197
67	28
49	137
49	177
49	158
49	123
49	185
49	174
11	177
11	154
8	194
75	31
75	149
50	19
2	181
2	178
59	31
3	298
3	295
3	177
3	117
3	45
3	19
29	117
14	190
14	168
14	307
14	44
14	295
14	177
14	201
14	209
14	301
14	55
14	160
14	117
14	42
14	300
14	102
14	223
14	261
14	105
14	208
14	43
14	85
14	288
14	180
14	119
14	95
14	194
14	48
14	40
14	232
14	166
14	142
14	279
14	124
14	174
14	216
14	93
14	91
14	133
14	128
14	38
14	28
14	41
14	170
48	184
48	117
48	146
48	234
48	174
48	11
48	14
46	283
46	117
46	105
46	232
46	174
46	287
1	19
