32	59
32	98
100	3
37	3
16	76
16	115
44	120
29	18
10	158
96	3
110	3
133	46
8	82
8	91
40	3
30	26
128	94
158	27
118	27
118	49
118	107
59	157
82	107
97	3
103	28
103	180
129	3
149	57
95	15
95	20
95	31
95	64
95	76
95	120
154	140
6	39
6	79
24	46
136	1
136	3
136	21
136	24
136	28
136	43
136	47
136	76
136	83
136	92
136	94
136	110
136	120
136	128
136	131
136	152
136	160
136	174
136	177
94	64
35	9
35	64
35	77
62	3
62	18
62	27
62	28
62	34
62	49
62	78
62	94
62	104
62	112
62	120
62	154
62	179
62	184
62	187
135	3
11	44
11	61
11	82
11	94
11	99
11	102
11	116
11	168
81	94
81	153
22	3
22	6
22	27
22	28
22	53
22	128
22	130
22	181
117	82
45	86
132	174
49	40
49	173
57	185
106	134
134	3
134	36
134	146
134	148
88	15
88	94
160	86
74	4
74	5
74	16
74	17
74	19
74	29
74	30
74	32
74	42
74	45
74	51
74	52
74	55
74	61
74	62
74	66
74	67
74	70
74	71
74	72
74	80
74	84
74	87
74	95
74	111
74	113
74	117
74	119
74	121
74	122
74	132
74	135
74	138
74	144
74	145
74	150
74	151
74	155
74	156
77	28
77	44
77	61
77	86
77	107
77	108
77	125
77	130
31	94
31	100
31	142
46	133
84	172
53	12
53	49
53	128
47	129
58	157
125	2
125	123
125	127
147	171
145	3
145	163
23	69
23	183
139	108
42	108
25	3
25	7
25	11
25	26
25	28
25	49
25	53
25	76
25	79
25	82
25	94
25	120
25	128
25	149
25	176
25	184
27	3
27	18
27	27
27	28
27	31
27	33
27	35
27	41
27	48
27	49
27	53
27	75
27	76
27	92
27	94
27	120
27	128
27	131
27	178
27	182
27	186
161	114
161	125
66	94
148	27
148	34
121	49
121	120
121	128
70	133
98	3
98	63
98	76
98	94
98	169
98	187
86	53
13	36
13	146
15	3
15	90
15	94
65	3
90	139
102	136
102	139
120	3
120	26
120	53
120	58
120	82
120	120
120	184
162	175
18	94
85	3
85	28
85	76
85	120
85	128
85	141
85	142
85	159
51	160
87	49
87	128
54	94
64	3
152	22
152	53
152	75
5	96
50	11
48	41
28	83
67	3
67	128
68	3
68	28
68	50
68	73
68	94
68	97
109	94
63	49
61	128
142	137
52	153
21	68
12	107
119	101
119	104
119	128
41	3
41	94
79	168
122	103
83	94
99	3
99	28
89	3
89	49
89	126
89	128
20	3
34	3
14	94
159	26
159	128
92	3
92	28
92	49
92	56
92	82
92	128
56	3
56	49
56	94
56	102
56	104
56	118
56	187
130	3
130	28
93	38
113	49
113	128
113	130
113	169
113	176
91	13
91	49
91	128
7	3
124	23
124	143
124	161
55	49
155	3
137	81
69	2
33	3
33	49
33	53
33	82
33	85
33	128
141	128
140	49
115	96
116	49
131	94
80	3
80	107
146	49
146	128
144	41
144	44
144	60
144	61
144	65
144	68
144	108
144	164
71	106
19	3
19	159
105	41
105	94
123	68
9	18
9	25
9	107
9	129
9	139
150	94
72	1
72	3
72	10
72	27
72	28
72	49
72	105
72	120
72	126
72	128
72	158
72	159
72	170
72	178
143	49
1	94
111	3
111	6
111	28
111	74
111	94
111	128
111	147
127	94
36	28
76	120
26	120
153	82
112	94
138	23
138	139
138	166
73	94
107	165
104	3
126	82
151	76
3	14
3	28
17	162
60	107
39	3
39	6
39	28
39	49
39	109
39	112
39	128
39	159
39	178
39	184
108	37
108	49
108	54
108	88
108	94
108	128
108	167
78	3
38	120
43	94
43	128
157	60
157	89
157	93
157	94
157	120
4	41
4	94
4	128
4	141
4	159
101	49
101	64
101	76
101	128
101	130
156	1
156	28
156	120
2	94
114	3
114	8
114	108
75	28
75	41
